Serial,OPEID,InstitutionName,Address,City,ST,Zip,BwrsWhoEnteredRepayment Status,BwrsInDefault,CohortDefaultRate,TotalBwrsInDefault,TotalPrincipalOutstandingOnLoansInDefault
001868,00215300,Gordon College,255 Grapevine Road,Wenham,MA,01984-1899,98,7,7.14%,142,289580
001869,00974700,Gordon Conwell Theological Seminary,130 Essex Street,South Hamilton,MA,01982-2317,57,6,10.53%,34,120664
001873,00466100,Hampshire College,893 West Street,Amherst,MA,01002-3359,4,1,25%,3,9161
001874,00215500,Harvard University,Massachusetts Hall,Cambridge,MA,02138-3800,1107,30,2.71%,335,2444284
001882,00632400,Laboure College,303 Adams Street,Milton,MA,02126-4253,34,10,29.41%,82,120652
001883,00215800,Lasell College,1844 Commonwealth Avenue,Newton,MA,02466-2716,40,5,12.5%,66,117618
006284,00633100,Lawrence Memorial Hospital School of Nursing,170 Governors Avenue,Medford,MA,02155-1643,19,2,10.53%,12,36223
001886,00216000,Lesley University,29 Everett Street,Cambridge,MA,02138-2790,87,13,14.94%,202,363808
001895,00216500,MCPHS University,179 Longwood Avenue,Boston,MA,02115-5804,120,8,6.67%,94,182688
001893,00218000,Massachusetts College of Art and Design,621 Huntington Avenue,Boston,MA,02115-5803,64,16,25%,173,292646
001916,00218700,Massachusetts College of Liberal Arts,375 Church Street,North Adams,MA,01247-4100,70,2,2.86%,195,277567
001897,00217800,Massachusetts Institute of Technology,77 Massachusetts Avenue,Cambridge,MA,02139-4307,550,16,2.91%,104,913251
001901,00212000,Merrimack College,315 Turnpike Street,North Andover,MA,01845-5800,58,5,8.62%,302,1061501
001902,00993600,Middlesex Community College,Springs Road,Bedford,MA,01730-1197,75,10,13.33%,154,211825
001903,00219200,Mount Holyoke College,50 College Street,South Hadley,MA,01075-1492,117,12,10.26%,134,672896
001894,00216400,New England College of Optometry (The),424 Beacon Street,Boston,MA,02115-1129,71,0,0%,14,26293
001907,00219400,New England Conservatory of Music,290 Huntington Street,Boston,MA,02115-5018,83,10,12.05%,46,219915
001910,00891600,New England School of Law,154 Stuart Street,Boston,MA,02116-5687,75,3,4%,85,188356
001911,00748400,Newbury College,129 Fisher Avenue,Brookline,MA,02445-5796,0,0,0%,137,112830
001921,00219900,Northeastern University,360 Huntington Avenue,Boston,MA,02115-5000,1047,31,2.96%,393,1006616
001930,00220600,Regis College,235 Wellesley Street,Weston,MA,02493-1571,76,13,17.11%,97,226623
001931,01193000,Roxbury Community College,1234 Columbus Avenue,Boston,MA,02120-3400,0,0,0%,410,150838
001933,00218800,Salem State University,352 Lafayette Street,Salem,MA,01970-5353,140,14,10%,177,256575
001937,00220800,Simmons College,300 The Fenway,Boston,MA,02115-5898,114,14,12.28%,137,449395
001943,00221100,Springfield College,263 Alden Street,Springfield,MA,01109-3797,240,52,21.67%,177,381982
001947,00221700,Stonehill College,320 Washington Street,Easton,MA,02357-6110,49,3,6.12%,7,29262
001948,00221800,Suffolk University,Beacon Hill,Boston,MA,02108-2770,377,31,8.22%,403,1079173
001940,00220900,Trustees of the Smith College,10 Elm Street,Northampton,MA,01063-2936,130,16,12.31%,164,379303
001952,00221900,Tufts University,175 Packard Avenue,Medford,MA,02155-5808,268,11,4.1%,169,802123
001953,00222100,University of Massachusetts - Amherst,374 Whitmore Building,Amherst,MA,01003-0000,1254,156,12.44%,1483,3667169
008104,00222200,University of Massachusetts - Boston,100 Morrissey Boulevard,Boston,MA,02125-3393,353,61,17.28%,711,1795507
001942,00221000,University of Massachusetts - Dartmouth,285 Old Westport Road,North Dartmouth,MA,02747-2300,159,15,9.43%,296,552089
001889,00216100,University of Massachusetts - Lowell,One University Avenue,Lowell,MA,01854-2881,250,37,14.8%,726,1403670
008105,00975600,University of Massachusetts Medical Center,55 Lake Avenue North,Worcester,MA,01655-0001,39,1,2.56%,14,119675
001955,00222400,Wellesley College,106 Central Street,Wellesley,MA,02481-8203,127,7,5.51%,141,490015
001956,00222500,Wentworth Institute of Technology,550 Huntington Avenue,Boston,MA,02115-5998,108,12,11.11%,272,686376
001958,00222600,Western New England University,1215 Wilbraham Road,Springfield,MA,01119-2654,244,37,15.16%,434,945608
001959,00218900,Westfield State University,333 Western Avenue,Westfield,MA,01086-1630,133,17,12.78%,266,361111
001960,00222700,Wheaton College,26 East Main Street,Norton,MA,02766-2322,167,21,12.57%,299,606608
001961,00222800,Wheelock College,200  The Riverway,Boston,MA,02215-4176,49,12,24.49%,169,353599
001964,00222900,Williams College,880 Main Street,Williamstown,MA,01267-2600,60,4,6.67%,17,105812
001966,00223300,Worcester Polytechnic Institute,100 Institute Road,Worcester,MA,01609-2280,397,17,4.28%,201,672552
001967,00219000,Worcester State University,486 Chandler Street,Worcester,MA,01602-2597,50,4,8%,242,430168
001969,00223400,Adrian College,110 South Madison Street,Adrian,MI,49221-2575,171,27,15.79%,225,475797
001970,00223500,Albion College,611 East Porter Street,Albion,MI,49224-1831,145,19,13.1%,129,376123
001972,00223600,Alma College,614 West Superior Street,Alma,MI,48801-1599,118,20,16.95%,139,295399
001973,00223700,Alpena Community College,665 Johnson Street,Alpena,MI,49707-1495,0,0,0%,75,26603
001975,00223800,Andrews University,4150 Administration Drive,Berrien Springs,MI,49104-0750,93,11,11.83%,241,658140
001976,00223900,Aquinas College,1607 Robinson Road Southeast,Grand Rapids,MI,49506-1799,8,1,12.5%,67,75844
001982,00224100,Calvin College,3201 Burton Street Southeast,Grand Rapids,MI,49546-4388,350,44,12.57%,264,587647
001983,00224200,Calvin Theological Seminary,3233 Burton Street Southeast,Grand Rapids,MI,49546-4387,30,5,16.67%,11,21441
001985,00224300,Central Michigan University,106 Warriner Hall,Mt Pleasant,MI,48859-0001,236,38,16.1%,168,483739
001988,00224700,Concordia University,4090 Geddes Road,Ann Arbor,MI,48105-2797,37,9,24.32%,164,536480
002010,00226600,Cornerstone University,1001 East Beltline Northeast,Grand Rapids,MI,49525-5897,85,10,11.76%,118,176318
002005,00225900,Eastern Michigan University,202 Welch Hall,Ypsilanti,MI,48197-2214,689,144,20.9%,1414,2631297
002066,00982800,Everest Institute,21107 Lahser Road,Southfield,MI,48033-4400,189,40,21.16%,6,8517
002006,00226000,Ferris State University,901 South State Street,Big Rapids,MI,49307-2251,984,143,14.53%,1339,3259582
002090,00232200,Finlandia University,601 Quincy Street,Hancock,MI,49930-1882,73,20,27.4%,277,369609
002012,00226800,Grand Valley State University,One Campus Drive,Allendale,MI,49401-9403,796,53,6.66%,470,826287
002017,00227300,Hope College,141 East 12th Street,Holland,MI,49423-3607,226,17,7.52%,219,657928
002023,00227500,Kalamazoo College,1200 Academy Street,Kalamazoo,MI,49006-3295,125,3,2.4%,45,239562
002029,00229300,Lake Superior State University,650 West Easterday Avenue,Sault Ste Marie,MI,49783-1691,205,30,14.63%,273,398610
002032,00227900,Lawrence Technological University,21000 West Ten Mile Road,Southfield,MI,48075-1058,72,22,30.56%,179,250787
002039,00228400,Marygrove College,8425 West McNichols Road,Detroit,MI,48221-2599,107,37,34.58%,1048,1639752
002045,00229000,Michigan State University,556 East Circle Dr  Room 252,East Lansing,MI,48824-1113,2089,170,8.14%,3227,5815519
002046,00229200,Michigan Technological University,1400 Townsend Drive,Houghton,MI,49931-1295,409,25,6.11%,239,786346
002056,00230100,Northern Michigan University,1401 Presque Isle Avenue,Marquette,MI,49855-5316,818,181,22.13%,2173,3606309
002060,00230700,Oakland University,2200 North Squirrel Road,Rochester,MI,48309-4401,76,10,13.16%,36,91385
002061,00230800,Olivet College,320 South Main Street,Olivet,MI,49076-9902,41,8,19.51%,243,562947
002043,00228800,Rochester College,800 West Avon Road,Rochester Hills,MI,48307-2764,68,22,32.35%,208,307811
002077,00231700,Southwestern Michigan College,58900 Cherry Grove Road,Dowagiac,MI,49047-9793,39,2,5.13%,161,463909
002078,00231800,Spring Arbor University,106 East Main Street,Spring Arbor,MI,49283-9984,179,24,13.41%,190,456295
002092,00232300,University of Detroit Mercy,4001 West McNichols Road,Detroit,MI,48221-3038,488,96,19.67%,1459,3111627
002093,00232500,University of Michigan - Ann Arbor,503 Thompson Street,Ann Arbor,MI,48109-1340,2801,92,3.28%,1221,3725669
002100,00232800,Washtenaw Community College,4800 East Huron River Drive,Ann Arbor,MI,48105-4800,0,0,0%,56,30745
002101,00923000,Wayne County Community College District,801 West Fort Street,Detroit,MI,48226-3010,0,0,0%,122,65420
002102,00232900,Wayne State University,42 West Warren Ave,Detroit,MI,48201-1306,757,30,3.96%,548,1458132
002105,00233000,Western Michigan University,1903 West Michigan Avenue,Kalamazoo,MI,49008-3899,555,75,13.51%,600,1284189
002109,00233200,Anoka-Ramsey Community College,11200 Mississippi Boulevard NW,Coon Rapids,MN,55433-3499,55,5,9.09%,58,97883
002113,00233400,Augsburg College,2211 Riverside Avenue,Minneapolis,MN,55454-1351,160,22,13.75%,137,649932
002117,00233600,Bemidji State University,1500 Birchmont Drive Northeast,Bemidji,MN,56601-2699,229,13,5.68%,188,561162
002118,00233700,Bethany Lutheran College,700 Luther Drive,Mankato,MN,56001-6163,47,6,12.77%,11,42898
002119,00905800,Bethel University,3900 Bethel Drive,Saint Paul,MN,55112-6999,191,8,4.19%,47,94008
002125,00234000,Carleton College,One North College Street,Northfield,MN,55057-4001,123,2,1.63%,27,132679
002121,00233900,Central Lakes College,501 West College Drive,Brainerd,MN,56401-3900,4,4,100%,8,12304
002127,00234100,College of Saint Benedict,37 South College Avenue,St Joseph,MN,56374-2099,160,5,3.13%,51,237529
002129,00234300,College of Saint Scholastica,1200 Kenwood Avenue,Duluth,MN,55811-4199,201,23,11.44%,200,352843
002132,00234600,Concordia College - Moorhead,901 South 8th Street,Moorhead,MN,56562-0001,270,17,6.3%,371,939915
002133,00234700,Concordia University - Saint Paul,1282 Concordia Avenue,Saint Paul,MN,55104-5494,59,12,20.34%,159,650481
002204,00238300,Crown College,8700 College View Drive,St Bonifacius,MN,55375-9001,45,10,22.22%,120,261319
002153,00235300,Gustavus Adolphus College,800 West College Avenue,Saint Peter,MN,56082-1498,175,3,1.71%,15,29879
002154,00235400,Hamline University,1536 Hewitt Avenue,Saint Paul,MN,55104-1284,313,57,18.21%,323,976581
002157,00235500,Hibbing Community College,1515 East 25th Street,Hibbing,MN,55746-3300,52,11,21.15%,81,199503
002160,00974000,Inver Hills Community College,2500 80th Street East,Inver Grove Heights,MN,55076-3224,0,0,0%,1,1500
002161,00235600,Itasca Community College,1851 East Highway 169,Grand Rapids,MN,55744-3397,66,13,19.7%,77,221145
006288,00235700,Luther Seminary,2481 Como Avenue,St Paul,MN,55108-1496,34,5,14.71%,25,168286
002166,00235800,Macalester College,1600 Grand Avenue,Saint Paul,MN,55105-1899,79,3,3.8%,124,574018
002139,00236100,Martin Luther College,1995 Luther Court,New Ulm,MN,56073-3965,37,2,5.41%,7,16809
002170,00400900,Mesabi Range College,1001 West Chestnut Street,Virginia,MN,55792-0000,16,6,37.5%,43,121841
002176,01037400,Metropolitan State University,700 East 7th Street,Saint Paul,MN,55106-5000,0,0,0%,42,35028
005482,00464500,Minneapolis Business College,1711 West County Road B,Roseville,MN,55113-4036,67,10,14.93%,79,150801
002173,00236500,Minneapolis College of Art & Design,2501 Stevens Avenue,Minneapolis,MN,55404-4343,32,5,15.63%,134,344478
002138,00554100,Minnesota State Community and Technical College,150 Second Street Southwest,Perham,MN,56573-1405,13,3,23.08%,15,52061
002168,00236000,Minnesota State University  Mankato,309 Wigley Administration Center,Mankato,MN,56001-6068,425,31,7.29%,273,608811
002179,00236700,Minnesota State University Moorhead,1104 7th Avenue South,Moorhead,MN,56563-0001,179,16,8.94%,197,595173
002152,00526300,Minnesota West Community and Technical College,1593 11th Avenue,Granite Falls,MN,56241-1096,14,1,7.14%,11,29899
002181,00236900,North Central University,910 Elliot Avenue,Minneapolis,MN,55404-1391,41,4,9.76%,129,223668
002182,00237000,North Hennepin Community College,7411 85th Avenue North,Brooklyn Park,MN,55445-2299,94,17,18.09%,160,299513
002183,00238500,Northland Community and Technical College,1101 Highway One East,Thief River Falls,MN,56701-2598,32,9,28.13%,13,25150
004780,01232800,Northwestern Health Sciences University,2501 West 84th Street,Bloomington,MN,55431-1599,189,13,6.88%,178,820260
002197,00869400,Rasmussen College,226 Park Avenue South,Saint Cloud,MN,56301-3713,2,0,0%,0,0
002220,00525200,Ridgewater College,2101 15th Avenue Northwest,Willmar,MN,56201-2098,5,1,20%,10,7869
002115,00233500,Riverland Community College,1900 Eighth Avenue Northwest,Austin,MN,55912-1473,52,14,26.92%,33,66362
002195,00237300,Rochester Community and Technical College,851 Thirtieth Avenue Southeast,Rochester,MN,55904-4999,3,0,0%,85,137866
002200,00237900,Saint John's University,Collegeville Road,Collegeville,MN,56321-0000,119,4,3.36%,21,65964
002201,00238000,Saint Mary's University of Minnesota,700 Terrace Heights,Winona,MN,55987-1399,110,2,1.82%,109,357977
002203,00238200,Saint Olaf College,1520 Saint Olaf Avenue,Northfield,MN,55057-1098,120,4,3.33%,58,276429
002208,00237500,Southwest Minnesota State University,1501 State Street,Marshall,MN,56258-1598,90,4,4.44%,100,139292
002128,00234200,St. Catherine University,2004 Randolph Avenue,Saint Paul,MN,55105-1789,144,25,17.36%,326,1060251
002199,00237700,St. Cloud State University,720 Fourth Avenue South,Saint Cloud,MN,56301-4498,346,14,4.05%,253,538919
002215,00238800,University of Minnesota  Duluth,1049  University Drive,Duluth,MN,55812-2496,542,55,10.15%,340,905611
002214,00406900,University of Minnesota - Crookston,Highway 2 and 75 North,Crookston,MN,56716-5001,43,6,13.95%,45,81365
002217,00238900,University of Minnesota - Morris,600 East 4th Street,Morris,MN,56267-2113,72,5,6.94%,48,126105
002216,00396900,University of Minnesota - Twin Cities,200 Fraser Hall,Minneapolis,MN,55455-0422,1034,82,7.93%,568,1770135
002184,00237100,University of Northwestern- St Paul,3003 Snelling Avenue North,Saint Paul,MN,55113-1598,76,6,7.89%,120,343240
002131,00234500,University of Saint Thomas,2115 Summit Avenue,St Paul,MN,55105-1096,164,17,10.37%,119,287558
002218,00235000,Vermilion Community College,1900 East Camp Street,Ely,MN,55731-1996,0,0,0%,1,243
004920,00239100,William Mitchell College of Law,875 Summit Avenue,St Paul,MN,55105-3076,47,1,2.13%,85,335699
002224,00239400,Winona State University,8th and Johnson Street,Winona,MN,55987-5838,161,7,4.35%,275,474245
002226,00239600,Alcorn State University,1000 ASU Drive,Alcorn State,MS,39096-7500,4,2,50%,1606,787633
002229,00239700,Belhaven University,1500 Peachtree Street,Jackson,MS,39202-1789,67,16,23.88%,71,167200
002230,00239800,Blue Mountain College,201 West Main Street,Blue Mountain,MS,38610-9370,0,0,0%,99,142784
002235,00240300,Delta State University,Highway 8 West,Cleveland,MS,38733-0000,96,24,25%,413,537085
002237,00240400,East Central Community College,275 West Broad Street,Decatur,MS,39327-0129,0,0,0%,93,32261
002245,00241000,Jackson State University,1400 J. R. Lynch Street,Jackson,MS,39217-0001,88,37,42.05%,2487,2365926
002249,00241400,Millsaps College,1701 North State Street,Jackson,MS,39210-0001,57,3,5.26%,109,272440
002251,00241500,Mississippi College,200 South Captiol Street,Clinton,MS,39058-0001,105,35,33.33%,262,545799
002256,00242300,Mississippi State University,Lee Boulevard,Mississippi State,MS,39762-9698,510,87,17.06%,739,2975573
002255,00242200,Mississippi University for Women,1100 College Street,Columbus,MS,39701-5818,108,11,10.19%,98,256571
002266,00243300,Rust College,150 Rust Avenue,Holly Springs,MS,38635-2328,0,0,0%,983,444138
002269,00243900,Tougaloo College,500 West County Line Road,Tougaloo,MS,39174-9799,26,11,42.31%,530,371653
002270,00244000,University of Mississippi,123 Lyceum Building,University,MS,38677-1848,595,102,17.14%,701,1911212
002272,00244100,University of Southern Mississippi,118 College Drive,Hattiesburg,MS,39406-0001,1161,233,20.07%,1849,6022256
002278,00244700,William Carey University,489 Tuscan Avenue,Hattiesburg,MS,39401-5499,62,6,9.68%,44,60300
002334,00247700,A. T. Still University of Health Sciences,800 West Jefferson Street,Kirksville,MO,63501-1497,63,2,3.17%,19,102545
002283,00244900,Avila University,11901 Wornall Street,Kansas City,MO,64145-1698,106,11,10.38%,199,240367
002291,00245200,Central Bible College,3000 North Grant Avenue,Springfield,MO,65803-1096,34,8,23.53%,139,302776
002292,00245300,Central Methodist University,411 Central Methodist Square,Fayette,MO,65248-1198,68,16,23.53%,286,273422
002296,00245600,Columbia College,1001 Rogers Street,Columbia,MO,65216-4581,16,7,43.75%,155,173695
002298,00245700,Concordia Seminary,801 Seminary Place,Saint Louis,MO,63105-3199,21,1,4.76%,60,93931
002304,00246000,Culver-Stockton College,One College Hill,Canton,MO,63435-1299,32,5,15.63%,160,258221
002307,00246100,Drury University,900 North Benton Avenue,Springfield,MO,65802-3791,53,6,11.32%,54,106410
002311,00246300,Evangel University,1111 North Glenstone Avenue,Springfield,MO,65802-2125,289,51,17.65%,293,458415
002315,00246400,Fontbonne University,6800 Wydown Boulevard,Saint Louis,MO,63105-3098,125,28,22.4%,222,383977
002319,00908900,Hannibal - LaGrange University,2800 Palmyra Road,Hannibal,MO,63401-1999,59,16,27.12%,80,73190
002321,01027900,Hickey College,940 West Port Plaza,Saint Louis,MO,63146-3127,37,4,10.81%,52,132417
002327,00247300,Kansas City Art Institute,4415 Warwick Boulevard,Kansas City,MO,64111-1874,95,4,4.21%,131,349946
002329,00247400,Kansas City University of Medicine and Biosciences,1750 Independence Avenue,Kansas City,MO,64106-2311,2,0,0%,3,17007
